Year,ANZSCO,Occupation,National_Shortage_Rating,New_South_Wales_Shortage_Rating,Victoria_Shortage_Rating,Queensland_Shortage_Rating,South_Australia_Shortage_Rating,Western_Australia_Shortage_Rating,Tasmania_Shortage_Rating,Northern_Territory_Shortage_Rating,Australian_Capital_Territory_Shortage_Rating,Skill_Level
2022,149112,Fitness Centre Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,149113,Sports Centre Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,149211,Call or Contact Centre Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,149212,Customer Service Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,149311,Conference and Event Organiser,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,2
2022,149411,Fleet Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,149412,Railway Station Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,149413,Transport Company Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,149911,Boarding Kennel or Cattery Operator,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,149912,Cinema or Theatre Manager,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,149913,Facilities Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,149914,Financial Institution Branch Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,149915,Equipment Hire Manager,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,149999,"Hospitality, Retail and Service Managers nec",No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,2
2022,211111,Actor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,211112,Dancer or Choreographer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,211113,Entertainer or Variety Artist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,211199,"Actors, Dancers and Other Entertainers nec",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,211211,Composer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,211212,Music Director,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,211213,Musician (Instrumental),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,211214,Singer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,211299,Music Professionals nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,211311,Photographer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,211411,Painter (Visual Arts),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,211412,Potter or Ceramic Artist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,211413,Sculptor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,211499,Visual Arts and Crafts Professionals nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212111,Artistic Director,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212112,Media Producer (excluding Video),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212113,Radio Presenter,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212114,Television Presenter,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212211,Author,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212212,Book or Script Editor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212311,"Art Director (Film, Television or Stage)",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212312,"Director (Film, Television, Radio or Stage)",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212313,Director of Photography,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212314,Film and Video Editor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,212315,Program Director (Television or Radio),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212316,Stage Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212317,Technical Director,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212318,Video Producer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212399,"Film, Television, Radio and Stage Directors nec",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212411,Copywriter,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212412,Newspaper or Periodical Editor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212413,Print Journalist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212414,Radio Journalist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212415,Technical Writer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212416,Television Journalist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,212499,Journalists and Other Writers nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,221111,Accountant (General),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,221112,Management Accountant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,221113,Taxation Accountant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,221211,Company Secretary,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,221212,Corporate Treasurer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,221213,External Auditor,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2022,221214,Internal Auditor,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2022,222111,Commodities Trader,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,222112,Finance Broker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,222113,Insurance Broker,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,2
2022,222199,Financial Brokers nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,222211,Financial Market Dealer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,222212,Futures Trader,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,222213,Stockbroking Dealer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,222299,Financial Dealers nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,222311,Financial Investment Adviser,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,1
2022,222312,Financial Investment Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,1
2022,223111,Human Resource Adviser,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,223112,Recruitment Consultant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,223113,Workplace Relations Adviser,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,223311,Training and Development Professional,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,Shortage,1
2022,224111,Actuary,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,224112,Mathematician,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,224114,Data Analyst,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,224115,Data Scientist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,224116,Statistician,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,224211,Archivist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,224212,Gallery or Museum Curator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,224213,Health Information Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,224214,Records Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,224311,Economist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,224411,Intelligence Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,224412,Policy Analyst,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,224511,Land Economist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,224512,Valuer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,224611,Librarian,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,224712,Organisation and Methods Analyst,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,224713,Management Consultant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,224714,Supply Chain Analyst,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,224911,Electorate Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,224912,Liaison Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,224913,Migration Agent,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,224914,Patents Examiner,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,224999,Information and Organisation Professionals nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,225111,Advertising Specialist,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,225112,Market Research Analyst,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,225113,Marketing Specialist,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,1
2022,225114,Content Creator (Marketing),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,225115,Digital Marketing Analyst,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,225211,ICT Account Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,225212,ICT Business Development Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,225213,ICT Sales Representative,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,225311,Public Relations Professional,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,225411,Sales Representative (Industrial Products),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2022,225412,Sales Representative (Medical and Pharmaceutical Products),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,225499,Technical Sales Representatives nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,231111,Aeroplane Pilot,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,1
2022,231112,Air Traffic Controller,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,231113,Flying Instructor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,1
2022,231114,Helicopter Pilot,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,231199,Air Transport Professionals nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,231211,Master Fisher,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,2
2022,231212,Ship's Engineer,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,2
2022,231213,Ship's Master,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,2
2022,231214,Ship's Officer,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,2
2022,231215,Marine Surveyor,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,2
2022,231299,Marine Transport Professionals nec,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,232111,Architect,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2022,232112,Landscape Architect,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,232212,Surveyor,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2022,232213,Cartographer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,232214,Other Spatial Scientist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2022,232311,Fashion Designer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
